"","id_sampleno","completion","matched","check_manually","id","age","female","edu","emp","hhincome","east","religious","leftright","partyid","partyid_degree","party","inequality","immigration","vote","inequality_A","age_text","female_text","edu_text","hhincome_text","emp_text","religious_text","leftright_text","party_text","east_text","immigration_text","inequality_text","prompt_A","sample_no","completion_1","matched_1","check_manually_1","manipulated_1","matched_new_1","resampled"
"141","531_1"," nicht gewählt.","nicht",1,531,73,"weiblich","einen Hauptschulabschluss","nicht berufstätig","mittleres","Westdeutschland","überhaupt nicht religiös",NA,"mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","weder erleichtern noch einschränken","FDP","finde, die Regierung sollte Maßnahmen ergreifen","Ich bin 73 Jahre alt. ","Ich bin weiblich. ","Ich habe einen Hauptschulabschluss. ","Ich habe ein mittleres monatliches Haushalts-Nettoeinkommen. ","Ich bin nicht berufstätig. ","Ich bin überhaupt nicht religiös. ","","Ich identifiziere mich mit keiner Partei. ","Ich lebe in Westdeutschland. ","Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken. ","Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 73 Jahre alt. Ich bin weiblich. Ich habe einen Hauptschulabschluss. Ich habe ein mittleres monatliches Haushalts-Nettoeinkommen. Ich bin nicht berufstätig. Ich bin überhaupt nicht religiös. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge",NA,0,0,NA,1
"142","536_2"," nicht bei der Bundestagswahl 2017 gewählt.","nicht",1,536,19,"männlich","einen Realschulabschluss","berufstätig","niedriges","Westdeutschland","nicht sehr religiös",NA,NA,"",NA,NA,NA,"CDU/CSU",NA,"Ich bin 19 Jahre alt. ","Ich bin männlich. ","Ich habe einen Realschulabschluss. ","Ich habe ein niedriges monatliches Haushalts-Nettoeinkommen. ","Ich bin berufstätig. ","Ich bin nicht sehr religiös. ",""," ","Ich lebe in Westdeutschland. ","","","Ich bin 19 Jahre alt. Ich bin männlich. Ich habe einen Realschulabschluss. Ich habe ein niedriges monatliches Haushalts-Nettoeinkommen. Ich bin berufstätig. Ich bin nicht sehr religiös.  Ich lebe in Westdeutschland. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",2," bei der Bundestagswahl 2017 meine Stimme gegeben.",NA,0,0,NA,1
"143","536_3"," Partei meine Zweitstimme gegeben.","NA",0,536,19,"männlich","einen Realschulabschluss","berufstätig","niedriges","Westdeutschland","nicht sehr religiös",NA,NA,"",NA,NA,NA,"CDU/CSU",NA,"Ich bin 19 Jahre alt. ","Ich bin männlich. ","Ich habe einen Realschulabschluss. ","Ich habe ein niedriges monatliches Haushalts-Nettoeinkommen. ","Ich bin berufstätig. ","Ich bin nicht sehr religiös. ",""," ","Ich lebe in Westdeutschland. ","","","Ich bin 19 Jahre alt. Ich bin männlich. Ich habe einen Realschulabschluss. Ich habe ein niedriges monatliches Haushalts-Nettoeinkommen. Ich bin berufstätig. Ich bin nicht sehr religiös.  Ich lebe in Westdeutschland. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",3," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der [PARTY INSERT] Part",NA,0,0,NA,1
"144","536_4"," meine Zweitstimme der CDU gegeben.","CDU",0,536,19,"männlich","einen Realschulabschluss","berufstätig","niedriges","Westdeutschland","nicht sehr religiös",NA,NA,"",NA,NA,NA,"CDU/CSU",NA,"Ich bin 19 Jahre alt. ","Ich bin männlich. ","Ich habe einen Realschulabschluss. ","Ich habe ein niedriges monatliches Haushalts-Nettoeinkommen. ","Ich bin berufstätig. ","Ich bin nicht sehr religiös. ",""," ","Ich lebe in Westdeutschland. ","","","Ich bin 19 Jahre alt. Ich bin männlich. Ich habe einen Realschulabschluss. Ich habe ein niedriges monatliches Haushalts-Nettoeinkommen. Ich bin berufstätig. Ich bin nicht sehr religiös.  Ich lebe in Westdeutschland. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",4," Partei meine Zweitstimme gegeben.",NA,0,0,NA,1
"145","536_5"," bei der Bundestagswahl 2017 meine Zweitstimme gegeben.","NA",0,536,19,"männlich","einen Realschulabschluss","berufstätig","niedriges","Westdeutschland","nicht sehr religiös",NA,NA,"",NA,NA,NA,"CDU/CSU",NA,"Ich bin 19 Jahre alt. ","Ich bin männlich. ","Ich habe einen Realschulabschluss. ","Ich habe ein niedriges monatliches Haushalts-Nettoeinkommen. ","Ich bin berufstätig. ","Ich bin nicht sehr religiös. ",""," ","Ich lebe in Westdeutschland. ","","","Ich bin 19 Jahre alt. Ich bin männlich. Ich habe einen Realschulabschluss. Ich habe ein niedriges monatliches Haushalts-Nettoeinkommen. Ich bin berufstätig. Ich bin nicht sehr religiös.  Ich lebe in Westdeutschland. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",5," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme an die [INSERT] Partei",NA,0,0,NA,1
"146","549_1"," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Grünen ge","Grünen",0,549,20,"weiblich","einen Realschulabschluss","in Ausbildung",NA,"Westdeutschland","überhaupt nicht religiös",NA,"mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","erleichtern","Nicht gewählt","finde, die Regierung sollte Maßnahmen ergreifen","Ich bin 20 Jahre alt. ","Ich bin weiblich. ","Ich habe einen Realschulabschluss. ","","Ich bin in Ausbildung. ","Ich bin überhaupt nicht religiös. ","","Ich identifiziere mich mit keiner Partei. ","Ich lebe in Westdeutschland. ","Ich finde, die Regierung sollte die Einwanderung erleichtern. ","Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 20 Jahre alt. Ich bin weiblich. Ich habe einen Realschulabschluss. Ich bin in Ausbildung. Ich bin überhaupt nicht religiös. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge",NA,0,0,NA,1
"147","549_5"," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge","NA",0,549,20,"weiblich","einen Realschulabschluss","in Ausbildung",NA,"Westdeutschland","überhaupt nicht religiös",NA,"mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","erleichtern","Nicht gewählt","finde, die Regierung sollte Maßnahmen ergreifen","Ich bin 20 Jahre alt. ","Ich bin weiblich. ","Ich habe einen Realschulabschluss. ","","Ich bin in Ausbildung. ","Ich bin überhaupt nicht religiös. ","","Ich identifiziere mich mit keiner Partei. ","Ich lebe in Westdeutschland. ","Ich finde, die Regierung sollte die Einwanderung erleichtern. ","Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 20 Jahre alt. Ich bin weiblich. Ich habe einen Realschulabschluss. Ich bin in Ausbildung. Ich bin überhaupt nicht religiös. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",5," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge",NA,0,0,NA,1
"148","559_2"," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge","NA",0,559,54,"männlich","einen Hochschulabschluss","berufstätig","hohes","Westdeutschland","etwas religiös",NA,"mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","erleichtern","AfD","finde, die Regierung sollte Maßnahmen ergreifen","Ich bin 54 Jahre alt. ","Ich bin männlich. ","Ich habe einen Hochschulabschluss. ","Ich habe ein hohes monatliches Haushalts-Nettoeinkommen. ","Ich bin berufstätig. ","Ich bin etwas religiös. ","","Ich identifiziere mich mit keiner Partei. ","Ich lebe in Westdeutschland. ","Ich finde, die Regierung sollte die Einwanderung erleichtern. ","Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 54 Jahre alt. Ich bin männlich. Ich habe einen Hochschulabschluss. Ich habe ein hohes monatliches Haushalts-Nettoeinkommen. Ich bin berufstätig. Ich bin etwas religiös. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",2," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge",NA,0,0,NA,1
"149","559_3"," Partei meine Zweitstimme gegeben.","NA",0,559,54,"männlich","einen Hochschulabschluss","berufstätig","hohes","Westdeutschland","etwas religiös",NA,"mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","erleichtern","AfD","finde, die Regierung sollte Maßnahmen ergreifen","Ich bin 54 Jahre alt. ","Ich bin männlich. ","Ich habe einen Hochschulabschluss. ","Ich habe ein hohes monatliches Haushalts-Nettoeinkommen. ","Ich bin berufstätig. ","Ich bin etwas religiös. ","","Ich identifiziere mich mit keiner Partei. ","Ich lebe in Westdeutschland. ","Ich finde, die Regierung sollte die Einwanderung erleichtern. ","Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 54 Jahre alt. Ich bin männlich. Ich habe einen Hochschulabschluss. Ich habe ein hohes monatliches Haushalts-Nettoeinkommen. Ich bin berufstätig. Ich bin etwas religiös. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",3," gewählt. 

Da es keine spezifischen Informationen darüber gibt, welche Part",NA,0,1,NA,1
"150","559_5"," meine Stimme bei der Bundestagswahl 2017 abgegeben. Meine erste Stimme ging an die Partei","NA",0,559,54,"männlich","einen Hochschulabschluss","berufstätig","hohes","Westdeutschland","etwas religiös",NA,"mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","erleichtern","AfD","finde, die Regierung sollte Maßnahmen ergreifen","Ich bin 54 Jahre alt. ","Ich bin männlich. ","Ich habe einen Hochschulabschluss. ","Ich habe ein hohes monatliches Haushalts-Nettoeinkommen. ","Ich bin berufstätig. ","Ich bin etwas religiös. ","","Ich identifiziere mich mit keiner Partei. ","Ich lebe in Westdeutschland. ","Ich finde, die Regierung sollte die Einwanderung erleichtern. ","Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 54 Jahre alt. Ich bin männlich. Ich habe einen Hochschulabschluss. Ich habe ein hohes monatliches Haushalts-Nettoeinkommen. Ich bin berufstätig. Ich bin etwas religiös. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",5," gewählt.",NA,0,0,NA,1
"151","574_1"," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege","CDU/CSU",0,574,69,"weiblich","einen Hauptschulabschluss","nicht berufstätig",NA,"Westdeutschland","etwas religiös","in der Mitte","mit der Partei CDU/CSU","ziemlich stark ","ziemlich stark mit der Partei CDU/CSU","keine Maßnahmen ergreifen","weder erleichtern noch einschränken","CDU/CSU","finde, die Regierung sollte keine Maßnahmen ergreifen","Ich bin 69 Jahre alt. ","Ich bin weiblich. ","Ich habe einen Hauptschulabschluss. ","","Ich bin nicht berufstätig. ","Ich bin etwas religiös. ","Politisch-ideologisch ordne ich mich in der Mitte ein. ","Ich identifiziere mich ziemlich stark mit der Partei CDU/CSU. ","Ich lebe in Westdeutschland. ","Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken. ","Ich finde, die Regierung sollte keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 69 Jahre alt. Ich bin weiblich. Ich habe einen Hauptschulabschluss. Ich bin nicht berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei CDU/CSU. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken. Ich finde, die Regierung sollte keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," bei der Bundestagswahl 2017 meine Stimme abgegeben, und meine Zweitstimme habe ich",NA,0,0,NA,1
"152","574_5"," bei der Bundestagswahl 2017 meine Stimme abgegeben und meine Zweitstimme der CDU/CS","CDU",0,574,69,"weiblich","einen Hauptschulabschluss","nicht berufstätig",NA,"Westdeutschland","etwas religiös","in der Mitte","mit der Partei CDU/CSU","ziemlich stark ","ziemlich stark mit der Partei CDU/CSU","keine Maßnahmen ergreifen","weder erleichtern noch einschränken","CDU/CSU","finde, die Regierung sollte keine Maßnahmen ergreifen","Ich bin 69 Jahre alt. ","Ich bin weiblich. ","Ich habe einen Hauptschulabschluss. ","","Ich bin nicht berufstätig. ","Ich bin etwas religiös. ","Politisch-ideologisch ordne ich mich in der Mitte ein. ","Ich identifiziere mich ziemlich stark mit der Partei CDU/CSU. ","Ich lebe in Westdeutschland. ","Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken. ","Ich finde, die Regierung sollte keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 69 Jahre alt. Ich bin weiblich. Ich habe einen Hauptschulabschluss. Ich bin nicht berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei CDU/CSU. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken. Ich finde, die Regierung sollte keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",5," Party mit meiner Zweitstimme gewählt.",NA,0,0,NA,1
"153","593_4"," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege","CDU/CSU",0,593,61,"weiblich","Abitur","berufstätig",NA,"Westdeutschland","sehr religiös","in der Mitte","mit der Partei CDU/CSU","ziemlich stark ","ziemlich stark mit der Partei CDU/CSU","Maßnahmen ergreifen","weder erleichtern noch einschränken","FDP","finde, die Regierung sollte Maßnahmen ergreifen","Ich bin 61 Jahre alt. ","Ich bin weiblich. ","Ich habe Abitur. ","","Ich bin berufstätig. ","Ich bin sehr religiös. ","Politisch-ideologisch ordne ich mich in der Mitte ein. ","Ich identifiziere mich ziemlich stark mit der Partei CDU/CSU. ","Ich lebe in Westdeutschland. ","Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken. ","Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 61 Jahre alt. Ich bin weiblich. Ich habe Abitur. Ich bin berufstätig. Ich bin sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei CDU/CSU. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",4," im Jahr 2017 bei der Bundestagswahl gewählt, und ich habe meine Zweitstimme",NA,0,0,NA,1
"154","602_1"," bei der Bundestagswahl 2017 meine Zweitstimme der Grünen Partei gegeben.","Grünen",0,602,29,"weiblich","einen Hochschulabschluss","in Ausbildung",NA,"Westdeutschland","nicht sehr religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","weder erleichtern noch einschränken","Andere Partei","finde, die Regierung sollte Maßnahmen ergreifen","Ich bin 29 Jahre alt. ","Ich bin weiblich. ","Ich habe einen Hochschulabschluss. ","","Ich bin in Ausbildung. ","Ich bin nicht sehr religiös. ","Politisch-ideologisch ordne ich mich in der Mitte ein. ","Ich identifiziere mich mit keiner Partei. ","Ich lebe in Westdeutschland. ","Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken. ","Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 29 Jahre alt. Ich bin weiblich. Ich habe einen Hochschulabschluss. Ich bin in Ausbildung. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," der Partei [INSERT] meine Stimme gegeben.",NA,0,0,NA,1
"155","602_2"," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Sozialdemokratisc","Sozialdemokratisc",0,602,29,"weiblich","einen Hochschulabschluss","in Ausbildung",NA,"Westdeutschland","nicht sehr religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","weder erleichtern noch einschränken","Andere Partei","finde, die Regierung sollte Maßnahmen ergreifen","Ich bin 29 Jahre alt. ","Ich bin weiblich. ","Ich habe einen Hochschulabschluss. ","","Ich bin in Ausbildung. ","Ich bin nicht sehr religiös. ","Politisch-ideologisch ordne ich mich in der Mitte ein. ","Ich identifiziere mich mit keiner Partei. ","Ich lebe in Westdeutschland. ","Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken. ","Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 29 Jahre alt. Ich bin weiblich. Ich habe einen Hochschulabschluss. Ich bin in Ausbildung. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",2," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge",NA,0,0,NA,1
"156","602_4"," 2017 bei der Bundestagswahl gewählt und meine Zweitstimme der Partei [INSERT] ge","NA",0,602,29,"weiblich","einen Hochschulabschluss","in Ausbildung",NA,"Westdeutschland","nicht sehr religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","weder erleichtern noch einschränken","Andere Partei","finde, die Regierung sollte Maßnahmen ergreifen","Ich bin 29 Jahre alt. ","Ich bin weiblich. ","Ich habe einen Hochschulabschluss. ","","Ich bin in Ausbildung. ","Ich bin nicht sehr religiös. ","Politisch-ideologisch ordne ich mich in der Mitte ein. ","Ich identifiziere mich mit keiner Partei. ","Ich lebe in Westdeutschland. ","Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken. ","Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 29 Jahre alt. Ich bin weiblich. Ich habe einen Hochschulabschluss. Ich bin in Ausbildung. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",4," gewählt und meine Zweitstimme der [INSERT] Partei gegeben.",NA,0,0,NA,1
"157","602_5"," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der FDP gegeben.","FDP",0,602,29,"weiblich","einen Hochschulabschluss","in Ausbildung",NA,"Westdeutschland","nicht sehr religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","weder erleichtern noch einschränken","Andere Partei","finde, die Regierung sollte Maßnahmen ergreifen","Ich bin 29 Jahre alt. ","Ich bin weiblich. ","Ich habe einen Hochschulabschluss. ","","Ich bin in Ausbildung. ","Ich bin nicht sehr religiös. ","Politisch-ideologisch ordne ich mich in der Mitte ein. ","Ich identifiziere mich mit keiner Partei. ","Ich lebe in Westdeutschland. ","Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken. ","Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 29 Jahre alt. Ich bin weiblich. Ich habe einen Hochschulabschluss. Ich bin in Ausbildung. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",5," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge",NA,0,0,NA,1
"158","612_1"," bei der Bundestagswahl 2017 meine Zweitstimme der Grünen Partei gegeben.","Grünen",0,612,29,"männlich","Abitur","berufstätig","mittleres","Westdeutschland","nicht sehr religiös","mittig links",NA,"",NA,"Maßnahmen ergreifen","erleichtern","Nicht gewählt","finde, die Regierung sollte Maßnahmen ergreifen","Ich bin 29 Jahre alt. ","Ich bin männlich. ","Ich habe Abitur. ","Ich habe ein mittleres monatliches Haushalts-Nettoeinkommen. ","Ich bin berufstätig. ","Ich bin nicht sehr religiös. ","Politisch-ideologisch ordne ich mich mittig links ein. "," ","Ich lebe in Westdeutschland. ","Ich finde, die Regierung sollte die Einwanderung erleichtern. ","Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 29 Jahre alt. Ich bin männlich. Ich habe Abitur. Ich habe ein mittleres monatliches Haushalts-Nettoeinkommen. Ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich mittig links ein.  Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," gewählt und meine Zweitstimme gegeben der Partei [INSERT].",NA,0,0,NA,1
"159","612_2"," gewählt und meine Zweitstimme der [INSERT] gegeben.","NA",0,612,29,"männlich","Abitur","berufstätig","mittleres","Westdeutschland","nicht sehr religiös","mittig links",NA,"",NA,"Maßnahmen ergreifen","erleichtern","Nicht gewählt","finde, die Regierung sollte Maßnahmen ergreifen","Ich bin 29 Jahre alt. ","Ich bin männlich. ","Ich habe Abitur. ","Ich habe ein mittleres monatliches Haushalts-Nettoeinkommen. ","Ich bin berufstätig. ","Ich bin nicht sehr religiös. ","Politisch-ideologisch ordne ich mich mittig links ein. "," ","Ich lebe in Westdeutschland. ","Ich finde, die Regierung sollte die Einwanderung erleichtern. ","Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 29 Jahre alt. Ich bin männlich. Ich habe Abitur. Ich habe ein mittleres monatliches Haushalts-Nettoeinkommen. Ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich mittig links ein.  Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",2," mit meiner Erststimme und der [INSERT] meine Zweitstimme gegeben.","Erststimme",1,1,NA,1
"160","637_1"," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Grünen Partei gege","Grünen",0,637,68,"weiblich","einen Hauptschulabschluss","nicht berufstätig","mittleres","Westdeutschland","überhaupt nicht religiös",NA,"mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","FDP","finde, die Regierung sollte Maßnahmen ergreifen","Ich bin 68 Jahre alt. ","Ich bin weiblich. ","Ich habe einen Hauptschulabschluss. ","Ich habe ein mittleres monatliches Haushalts-Nettoeinkommen. ","Ich bin nicht berufstätig. ","Ich bin überhaupt nicht religiös. ","","Ich identifiziere mich mit keiner Partei. ","Ich lebe in Westdeutschland. ","Ich finde, die Regierung sollte die Einwanderung einschränken. ","Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","Ich bin 68 Jahre alt. Ich bin weiblich. Ich habe einen Hauptschulabschluss. Ich habe ein mittleres monatliches Haushalts-Nettoeinkommen. Ich bin nicht berufstätig. Ich bin überhaupt nicht religiös. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge",NA,0,0,NA,1
